Emitente;Nome fantasia emitente;Nota;Série;Modelo;Total Nota;uso contabil;Data emissão;Data vencimento;Ctrle;Unidade;Nome unidade;Unidade autorização;Nome unidade autorização;Centro atividade;Nome centro atividade;Situação;Situação;Nome usuário;Data inclusão;Observações;Observações CSC;Data autorização;Observações autorização;Data ult sit fechada;Autorizador;LANCAMENTO TESF0028
59704510/0001-92;TOLEDO DO BRASIL INDUSTRIA DE BALANCAS LTDA;19566;U;99;12.130,00;242;13/02/2026;30/03/2026;11;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 26/02/2026;BARBARA REGINA LIPPERT;24/02/2026;SERVIÇO DE MÃO DE OBRA PARA REALIZAR A RETIRADA DA BALANÇA RODOVIÁRIA DO FOSSO, INSTALAÇÃO APÓS AS ADEQUAÇÕES DA BASE E CALIBRAÇÃO.;;24/02/2026;;26/02/2026 08:04;CRISTIANO RODEGHIERO MOREIRA;
08031153/0001-08;ATENAS BOMBAS;3227;S;99;5.800,00;242;19/02/2026;05/04/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;BARBARA REGINA LIPPERT;24/02/2026;CONSERTO EM BOMBA UTILIZADA NA TIPIFICAÇÃO DO ABATE.;;24/02/2026;;25/02/2026 10:20;CRISTIANO RODEGHIERO MOREIRA;
24231350/0001-27;LABORATORIO DE ANALISES CLINICAS DE CASTRO LTDA;154;U;99;192;168;23/02/2026;;0;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 17:59:45 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;TAMIRES GHENO MUCHA;23/02/2026;EXAMES DE COPROCULTURA + BETA HCG + HEPATITE;;23/02/2026;;24/02/2026 11:13;VANESSA CORREA DE MORAES MARTINI;
51057772/0001-09;JL RIBEIRO SOLUCOES LTDA;62;U;99;2.002,35;167;23/02/2026;;0;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 24/02/2026 14:06:08 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;TAMIRES GHENO MUCHA;23/02/2026;CORRIDAS TAXI;;24/02/2026;;24/02/2026 15:44;VANESSA CORREA DE MORAES MARTINI;
24012574/0001-48;CICASTRO;28805;U;99;6.720,00;168;18/02/2026;;5;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 16:53:35 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;TAMIRES GHENO MUCHA;23/02/2026;NOTA FISCAL REFERENTE A EXAME DE RAIO X (ADMISSIONAIS);;23/02/2026;;23/02/2026 17:18;VANESSA CORREA DE MORAES MARTINI;
34055801/0001-76;ROQUE SAÚDE E SEGURANÇA DO TRABALHO;4341;U;99;95,21;169;02/02/2026;;21;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 15:16:36 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;TAMIRES GHENO MUCHA;23/02/2026;AVALIAÇÃO PSICOLOGICA PARA ENQUADRAMENTO DE PCD INTELECTUAL;;23/02/2026;Autorizado automaticamente através do pedido de compra 4504775 em 19/02/2026.;23/02/2026 16:15;VANESSA CORREA DE MORAES MARTINI;
19494778/0001-22;SULMED MEDICINA E SEGURANCA DO TRABALHO;146;S;99;11.183,00;169;18/02/2026;;5;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 16:53:35 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;TAMIRES GHENO MUCHA;23/02/2026;NOTA REFERENTE ATEDIMENTO FONO TERCEIRA;;23/02/2026;;24/02/2026 08:37;VANESSA CORREA DE MORAES MARTINI;
14278989/0001-04;DESBRAVA SERVICOS LTDA;1322;1;99;54.000,00;9;23/02/2026;;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 17:59:45 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;ANGELA MARIA BIESCEK;23/02/2026;NOTA REFERENTE A PRESTAÇÃO DE SERVIÇO - LIMPEZA FACILITIES MÊS FEVEREIRO/2026;;23/02/2026;;24/02/2026 08:30;VANESSA CORREA DE MORAES MARTINI;
18597494/0001-07;DR SOLUCOES AMBIENTAIS;6595;U;99;6.150,00;9;23/02/2026;20/03/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;BARBARA REGINA LIPPERT;23/02/2026;OS 16968 - LIMPEZA LAVA TRUCK, LIMPEZA DA CANALETA POCILGA, LIMPEZA DAS CANALETAS LAVA TRUCK, LIMPEZA DOS RALOS DO ABATE;;24/02/2026;;25/02/2026 11:45;CRISTIANO RODEGHIERO MOREIRA;
02427026/0009-01;ALIANÇA NAVEGAÇÃO E LOGISTICA LTDA;188406;4;57;9.926,16;171;28/01/2026;03/03/2026;26;92;FAC;28;U.V. RECIFE/CB.ST.AG;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: GISELE BRUZZI PORTO em: 23/02/2026 13:33:35 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;GUSTAVO LUIZ GOMES DOS SANTOS;23/02/2026;CTE 188406 NFS 44704 / 44705 CARGA 14418966;;23/02/2026;;23/02/2026 16:05;GISELE BRUZZI PORTO;
12400137/0001-12;TEC FRIO REFRIGERAÇÃO E CLIMATIZAÇÃO;15;S;99;2.700,00;242,00;19/02/2026;06/03/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;BARBARA REGINA LIPPERT;23/02/2026;SERVIÇO REFERENTE À MÃO DE OBRA TÉCNICA, DEVIDO A CÂMARA DE CONGELAMENTO ESTAR COM MÁS CONDIÇÕES DE FUNCINAMENTO, GERANDO PERCA DE ALIMENTOS.;;24/02/2026;;25/02/2026 11:30;CRISTIANO RODEGHIERO MOREIRA;
50981018/0006-02;SEW EURODRIVE;26100;1;55;7.848,21;242;13/02/2026;14/04/2026;10;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;ADRIANA APARECIDA DOS SANTOS;23/02/2026;SERVIÇO DE TERCEIRO COM MÃO DE OBRA E MATERIAIS PARA CONSERTO DO MOTOREDUTOR SEW SA77 DRE90L4 SN 70.0241778806.0004.14.;;24/02/2026;;25/02/2026 09:41;CRISTIANO RODEGHIERO MOREIRA;
08050646/0001-95;AUTO POSTO SUL PARANA LTDA;750;5;55;1.544,97;12;16/02/2026;;7;92;FAC;92;FAC;728;GESTAO DE VEICULOS;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 09:56:35 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;RODRIGO WALTER;23/02/2026;REFERENTE ABASTECIMENTOS DOS VEÍCULOS DA FROTA DA UNIDADE FAC;;23/02/2026;;23/02/2026 14:10;VANESSA CORREA DE MORAES MARTINI;
08050646/0001-95;AUTO POSTO SUL PARANA LTDA;503;5;55;1.093,95;12;03/02/2026;;20;92;FAC;92;FAC;728;GESTAO DE VEICULOS;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 09:56:36 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;RODRIGO WALTER;23/02/2026;REFERENTE AOS ABASTECIMENTOS DOS VEÍCULOS DA UNIIDADE FAC;;23/02/2026;;23/02/2026 17:20;VANESSA CORREA DE MORAES MARTINI;
37647030/0001-02;TECNICONTROL PEST LTDA;242;S;99;10.841,59;9;20/02/2026;;3;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 09:56:35 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;GABRIELLE APARECIDA CARVALHO;23/02/2026;SERVIÇO CONTROLE DE PRAGAS;;23/02/2026;;23/02/2026 14:51;VANESSA CORREA DE MORAES MARTINI;
79444717/0023-98;FARMACIAS FLEMING LTDA;15627;2;55;96,4;-;10/02/2026;;13;92;FAC;92;FAC;5345;EMBALAGEM SECUNDARIA INDUSTRIALIZADOS 1ºT;AGUARDANDO AUTORIZAÇÃO;Solicitação aguardando autorização de:  CRISTIANO RODEGHIERO MOREIRA | ADRIANO TOMALOK | VANESSA CORREA DE MORAES MARTINI | ;JOSMAR JOSE MACHADO;23/02/2026;EFERENTE ACIDENTE DE TRABALHO COLABORADOR 292878 CUSTO SETOR EMB. SEC. IND. 5345.;;26/02/2026;;;;
13704733/0001-59;TRÊS QUADROS FILMES;483;1;99;117.500,00;140;20/02/2026;10/03/2026;1;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 09:56:35 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 24/02/2026;RAFAEL SALVI DOS SANTOS;21/02/2026;CRIAÇÃO E PRODUÇÃO DO FILME ¿A TURMINHA DA RECICLAGEM¿;;23/02/2026;;24/02/2026 09:30;VANESSA CORREA DE MORAES MARTINI;
76511260/0001-93;C O MUELLER COMERCIO DE MOTORES E BOMBAS LTDA;11814;S;99;2.596,00;242;06/02/2026;06/03/2026;14;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;SERVIÇO DE CONSERTO BOMBA KSB HYDROBLOC C1000NT.;;21/02/2026;;23/02/2026 11:40;CRISTIANO RODEGHIERO MOREIRA;
76511260/0006-06;C O MUELLER COMERCIO DE MOTORES E BOMBAS LTDA;11830;S;99;3.667,80;242;09/02/2026;26/03/2026;11;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;SERVIÇO DE MANUTENÇÃO EM BOMBA KSB MOD. ETA OPBA21300715 TAM. 80-40/3.;;21/02/2026;;23/02/2026 17:05;CRISTIANO RODEGHIERO MOREIRA;
05013050/0001-27;MAREL BRASIL COMERCIAL E INDUSTRIAL LTDA;5778;E;99;4.709,79;242;13/02/2026;30/03/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;MÃO DE OBRA PARA DIA EXTRA DE ACOMPANHAMENTO DE UM TÉCNICO DA MAREL, PARA O EQUIPAMENTO V-CUT 240.;;21/02/2026;;23/02/2026 15:51;CRISTIANO RODEGHIERO MOREIRA;
77557635/0001-19;TRANSPORTES COLETIVOS GRANDE LONDRINA LTDA;49875243;S;99;250;40;20/02/2026;;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: PAULA FERNANDA DA SILVA GIACOMELLI em: 20/02/2026 17:42:21 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;DIANE PAZOLINI;20/02/2026;NF PAGA VIA ADTO 565361;;20/02/2026;;23/02/2026 14:17;PAULA FERNANDA DA SILVA GIACOMELLI;
51057772/0001-09;JL RIBEIRO SOLUCOES LTDA;17;1;57;4.700,00;97;19/02/2026;13/03/2026;1;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: MARCELO TIRELLI DE SIQUEIRA em: 24/02/2026 16:33:57 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;GABRIELLE APARECIDA CARVALHO;20/02/2026;FRETE DE ANÁLISE LABORATORIAL;;24/02/2026;;25/02/2026 14:56;MARCELO TIRELLI DE SIQUEIRA;
77557635/0001-19;TRANSPORTES COLETIVOS GRANDE LONDRINA LTDA;49875242;S;99;200;40;20/02/2026;;0;92;FAC;16;MATRIZ;452;CSC GESTAO PESSOAS;LANÇADA;Solicitação autorizada por: PAULA FERNANDA DA SILVA GIACOMELLI em: 20/02/2026 17:42:21 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;DIANE PAZOLINI;20/02/2026;NF PAGA VIA ADTO 564561;;20/02/2026;;23/02/2026 14:00;PAULA FERNANDA DA SILVA GIACOMELLI;
57029431/0047-80;ATLAS COPCO BRASIL;268814;15;55;3.261,99;242;13/02/2026;30/03/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;AUTORIZADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 ;WILLIAN MARCONDES DOS SANTOS;20/02/2026;ERVIÇO DE MANUTENÇÃO PREVENTIVA DE 4.000H COMPRESSOR DE AR G110 VSD Nº DE SÉRIE BQR145481.;;21/02/2026;;;CRISTIANO RODEGHIERO MOREIRA;
91831016/0001-00;ARTEFATOS DE BORRACHA PCR LTDA;538;S;99;20.706,00;242;19/02/2026;19/03/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:02 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;SERVIÇO DE MATERIAL E MÃO DE OBRA PARA REFORMA DE CILINDROS DO EQUIPAMENTO MÁQUINA DE TRIPAS.;;21/02/2026;;23/02/2026 15:33;CRISTIANO RODEGHIERO MOREIRA;
09294095/0001-78;LABORATORIO DE METROLOGIA LENZI LTDA - EPP;690;S;99;1.569,00;242;11/02/2026;25/03/2026;9;92;FAC;92;FAC;3591;LABORATORIO ANALISE DE ALIMENTOS FAC;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 23/02/2026 09:56:36 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;NADHINE DE ASSIS RIOS;20/02/2026;;;23/02/2026;;23/02/2026 17:26;VANESSA CORREA DE MORAES MARTINI;
50981018/0006-02;SEW EURODRIVE;80;S;99;1.842,12;242;13/02/2026;14/04/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;CONSERTO DO MOTOREDUTOR SEW SA77 DRE90L4 SN 70.0241778806.0004.14;;21/02/2026;;23/02/2026 15:03;CRISTIANO RODEGHIERO MOREIRA;
03176066/0001-25;BUSCH DO BRASIL LTDA;81;S;99;3.465,00;242;04/02/2026;21/03/2026;16;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;CONSERTO DA MOTOBOMBA DE VÁCUO BUSCH RA 0160 D 563 AJXZ SN C1347000561;;21/02/2026;;23/02/2026 17:24;CRISTIANO RODEGHIERO MOREIRA;
46016473/0002-69;ELETROMOTORES BADAN LIMITADA;1438;S;99;4.800,00;242;06/02/2026;07/04/2026;14;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;CONSERTO TRAVO VC999 REBOBINAMENTO COMPLETO DO ESTATOR;;21/02/2026;;23/02/2026 15:05;CRISTIANO RODEGHIERO MOREIRA;
11429623/0001-09;AVF;1841;S;99;1.459,90;242;18/02/2026;18/03/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:02 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;TORNO - USINAGEM EM GUIA/SUPORTE UTILIZADO NOS DISCOS DOS RISCADORES DAS DEBOFLEX.;;21/02/2026;;23/02/2026 11:45;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;735;S;99;2.996,00;242;18/02/2026;04/04/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;20/02/2026;TORNO - USINAGEM DE EIXO DE INOX FINITY 4, TRIPARIA;;21/02/2026;;23/02/2026 15:28;CRISTIANO RODEGHIERO MOREIRA;
18640674/0001-16;KUGLER SOLUCOES GRAFICAS;17609;1;55;81;80;13/02/2026;15/03/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 21/02/2026 10:38:03 Nota lançada por WILLIAN MARCONDES DOS SANTOS em: 24/02/2026;WILLIAN MARCONDES DOS SANTOS;20/02/2026;SERVICO P/AREA DE APOIO - ADESIVOS 3CM - NUMERADOS;;21/02/2026;;24/02/2026 10:20;CRISTIANO RODEGHIERO MOREIRA;
18597494/0001-07;DR SOLUCOES AMBIENTAIS;6582;U;99;3.914,59;9;19/02/2026;05/04/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 24/02/2026 16:01:38 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;BARBARA REGINA LIPPERT;20/02/2026;OS 16940 - DESENTUPIMENTO E LIMPEZA DA CAIXA DA MUCOSA;;24/02/2026;;25/02/2026 10:18;CRISTIANO RODEGHIERO MOREIRA;
07804544/0002-36;GESTEC EQUIPAMENTOS E PRECISAO EIRELI;2685;S;99;1.508,35;242;13/02/2026;16/03/2026;6;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: MARCELO TIRELLI DE SIQUEIRA em: 24/02/2026 16:42:05 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 25/02/2026;LUCAS NUNES BUENO DA SILVA;19/02/2026;;;24/02/2026;;25/02/2026 14:05;MARCELO TIRELLI DE SIQUEIRA;
01341776/0011-00;MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;67781;3;57;9.473,13;171;16/01/2026;01/03/2026;34;92;FAC;28;U.V. RECIFE/CB.ST.AG;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: GISELE BRUZZI PORTO em: 20/02/2026 08:50:14 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 20/02/2026;JEVSON JOSE ALVES FEITOSA;19/02/2026;REFERENTE A CARGA 14374968 NF 044024 NF 044025;;20/02/2026;;20/02/2026 16:25;GISELE BRUZZI PORTO;
42278291/0035-73;LOG-IN - LOGISTICA INTERMODAL S/A;106987;59;57;6.451,61;233;23/01/2026;23/02/2026;27;92;FAC;69;U.V. FORTALEZA;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: DIRCEU ANGNES em: 19/02/2026 17:35:49 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 20/02/2026;ANDERSON PERES MARTINS;19/02/2026; CUSTO EXTRA DE ARMAZENAGEM - CONTAINER DE Nº  SZLU931248 - (NFS 40569 / 40570   - CARGA: 14165641) FRETE DA LOG-IN - CTE COMPLEMENTAR 101308;;19/02/2026;;20/02/2026 15:06;DIRCEU ANGNES;
42278291/0035-73;LOG-IN - LOGISTICA INTERMODAL S/A;106986;59;57;8.258,06;233;23/01/2026;23/02/2026;27;92;FAC;69;U.V. FORTALEZA;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: DIRCEU ANGNES em: 19/02/2026 17:35:49 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 20/02/2026;ANDERSON PERES MARTINS;19/02/2026; CUSTO EXTRA DE MONITORAMENTO E ENERGIA - CONTAINER DE Nº  SZLU931248 - (NFS 40569 / 40570   - CARGA: 14165641) FRETE DA LOG-IN - CTE COMPLEMENTAR 101308;;19/02/2026;;20/02/2026 14:57;DIRCEU ANGNES;
51057772/0001-09;JL RIBEIRO SOLUCOES LTDA;16;1;57;3.000,00;97;17/02/2026;10/03/2026;2;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: MARCELO TIRELLI DE SIQUEIRA em: 19/02/2026 17:35:48 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;GABRIELLE APARECIDA CARVALHO;19/02/2026;FRETE DE ANÁLISE LABORATORIAL;;19/02/2026;;23/02/2026 14:31;MARCELO TIRELLI DE SIQUEIRA;
42278291/0001-24;LOG-IN - LOGISTICA INTERMODAL S/A;42246;S;99;7.800,00;233;23/01/2026;23/02/2026;27;92;FAC;69;U.V. FORTALEZA;698;LOGISTICA SECUNDARIA A;LANÇADA;Solicitação autorizada por: DIRCEU ANGNES em: 19/02/2026 17:35:51 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 20/02/2026;ANDERSON PERES MARTINS;19/02/2026; CUSTO EXTRA DE DEMURRAGE - CONTAINER DE Nº  SZLU931248 - (NFS 40569 / 40570   - CARGA: 14165641) FRETE DA LOG-IN - CTE COMPLEMENTAR 101308;;19/02/2026;;20/02/2026 17:22;DIRCEU ANGNES;
04337111/0001-49;CBO ASSESSORIA E ANALISE;52293;S;99;666,3;97;18/02/2026;18/03/2026;1;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: MARCELO TIRELLI DE SIQUEIRA em: 19/02/2026 17:34:52 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;GABRIELLE APARECIDA CARVALHO;19/02/2026;SERVIÇO DE ANÁLISE LABORATORIAL;;19/02/2026;;23/02/2026 15:12;MARCELO TIRELLI DE SIQUEIRA;
44433080/0001-44;MAM RECICLAGEM;232;S;99;26.250,00;9;19/02/2026;;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 19/02/2026 16:46:11 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;ANGELA MARIA BIESCEK;19/02/2026;NOTA REFERENTE A LIMPEZA DE RESÍDUOS - PRESTAÇÃO DE SERVIÇO E FRETE FEVEREIRO/2026;;19/02/2026;;23/02/2026 11:34;VANESSA CORREA DE MORAES MARTINI;
21557110/0001-29;JARDIM SOLAR;290;U;99;32.000,00;60;19/02/2026;20/03/2026;0;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 19/02/2026 16:46:11 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;ANGELA MARIA BIESCEK;19/02/2026;NOTA REFERENTE A JARDINAGEM DA UNIDADE NO MÊS DE FEVEREIRO/2026;;19/02/2026;;23/02/2026 17:11;VANESSA CORREA DE MORAES MARTINI;
66616970/0001-24;DISKTRANS COMERCIAL LTDA;625243;S;99;4.019,25;153;18/02/2026;05/03/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 20/02/2026 07:47:18 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;19/02/2026;LOCAÇÃO DE EQUIPAMENTOS UTILIZADOS PARA MOVIMENTAÇÃO DE CARGAS PALETIZADAS REFERENTE AO CONTRATO SEQUENCIA AURORA:3624 - Nº AURORA 111657;;20/02/2026;;23/02/2026 08:47;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;736;S;99;1.180,00;242;18/02/2026;04/04/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 20/02/2026 07:47:18 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 20/02/2026;BARBARA REGINA LIPPERT;19/02/2026;TORNO - SERVIÇO E USINAGEM EM POLIA PARA TACTAPE;;20/02/2026;;20/02/2026 09:14;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;729;S;99;2.265,00;242;17/02/2026;03/04/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 20/02/2026 07:47:18 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 23/02/2026;BARBARA REGINA LIPPERT;19/02/2026; SERVIÇO TERCEIRO: MATERIAL E MÃO DE OBRA PARA CONSERTO DE CHAPA PARA NIVELAMENTO DE BALANÇA RODOVIÁRIA;;20/02/2026;;23/02/2026 11:27;CRISTIANO RODEGHIERO MOREIRA;
