Unidade;Nome Unidade;Setor;Descrição Setor;Atividade;Máquina;Descrição Máquina;Nº Patrimônio;Plano;Descrição Plano;Sequência Manutenção;Data Execução;Quantidade Período;Sequência Tarefa;Descrição Tarefa;Funcionário;Nome Funcionário;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995127;CÂMARA RESFRIAMENTO 07 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;2;06/11/2025;30;4062;VERIFICAR CARCAÇA (DANOS, VAZAMENTOS);426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995127;CÂMARA RESFRIAMENTO 07 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;3;06/11/2025;30;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995127;CÂMARA RESFRIAMENTO 07 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;4;06/11/2025;30;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;426516;ALTILES PROCOPIO RAMOS;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995128;CÂMARA RESFRIAMENTO 07 - ENTRADA - NÓRIA DE ENTRADA - TRANSMISSÃO;0;1;PREVENTIVA;1;13/11/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995129;CÂMARA RESFRIAMENTO 07 - ENTRADA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;20/12/2024;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995130;CÂMARA RESFRIAMENTO 07 - ENTRADA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;06/11/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995131;CÂMARA RESFRIAMENTO 08 - ENTRADA;0;1;PREVENTIVA;1;20/09/2025;60;5493;VERIFICAÇÃO DOS GUIAS E FUNCIONAMENTO DA PORTA;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995132;CÂMARA RESFRIAMENTO 08 - ENTRADA - CHAVES;0;1;PREVENTIVA;1;20/12/2024;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995133;CÂMARA RESFRIAMENTO 08 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;1;13/11/2025;30;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995133;CÂMARA RESFRIAMENTO 08 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;2;13/11/2025;30;4065;VERIFICAR CORRENTE (DESGASTE E ESTICAGEM);426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995133;CÂMARA RESFRIAMENTO 08 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;3;13/11/2025;30;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995133;CÂMARA RESFRIAMENTO 08 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;4;13/11/2025;30;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;426516;ALTILES PROCOPIO RAMOS;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995134;CÂMARA RESFRIAMENTO 08 - ENTRADA - NÓRIA DE ENTRADA - TRANSMISSÃO;0;1;PREVENTIVA;1;20/11/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995135;CÂMARA RESFRIAMENTO 08 - ENTRADA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;20/12/2024;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995136;CÂMARA RESFRIAMENTO 08 - ENTRADA - SISTEMA PNEUMÁTICO;;1;PREVENTIVA;1;13/11/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995137;CÂMARA RESFRIAMENTO 09 - ENTRADA;0;1;PREVENTIVA;1;20/09/2025;60;5493;VERIFICAÇÃO DOS GUIAS E FUNCIONAMENTO DA PORTA;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995138;CÂMARA RESFRIAMENTO 09 - ENTRADA - CHAVES;0;1;PREVENTIVA;1;20/12/2024;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995139;CÂMARA RESFRIAMENTO 09 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;1;20/11/2025;30;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995139;CÂMARA RESFRIAMENTO 09 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;2;20/11/2025;30;4065;VERIFICAR CORRENTE (DESGASTE E ESTICAGEM);426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995139;CÂMARA RESFRIAMENTO 09 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;3;20/11/2025;30;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995139;CÂMARA RESFRIAMENTO 09 - ENTRADA - NÓRIA DE ENTRADA;0;1;PREVENTIVA;4;20/11/2025;30;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;426516;ALTILES PROCOPIO RAMOS;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995140;CÂMARA RESFRIAMENTO 09 - ENTRADA - NÓRIA DE ENTRADA - TRANSMISSÃO;0;1;PREVENTIVA;1;27/11/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995141;CÂMARA RESFRIAMENTO 09 - ENTRADA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;20/12/2024;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995142;CÂMARA RESFRIAMENTO 09 - ENTRADA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;20/11/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995143;NÓRIA ENTRADA CÂMARAS SULMAQ;254505;1;PREVENTIVA;1;30/08/2025;15;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995143;NÓRIA ENTRADA CÂMARAS SULMAQ;254505;1;PREVENTIVA;2;30/08/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995143;NÓRIA ENTRADA CÂMARAS SULMAQ;254505;1;PREVENTIVA;3;30/08/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995143;NÓRIA ENTRADA CÂMARAS SULMAQ;254505;1;PREVENTIVA;4;26/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995144;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA SUJA - REDUTOR;254505;1;PREVENTIVA;1;20/09/2025;60;16;REVISAR REDUTOR E MOTOR;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995145;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA SUJA - REDUTOR - MOTOR;254505;1;PREVENTIVA;1;20/09/2025;60;16;REVISAR REDUTOR E MOTOR;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995146;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA SUJA - SISTEMA ELÉTRICO;254505;1;PREVENTIVA;1;20/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995147;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA SUJA - SISTEMA PNEUMÁTICO;254505;1;PREVENTIVA;1;20/09/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995148;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA LIMPA - REDUTOR;254505;1;PREVENTIVA;1;20/09/2025;60;26;REVISAR DISPOSITIVO DE PRESSÃO E DE PUXAR FFU DOBRADEIRA FINAL;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995149;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA LIMPA - REDUTOR - MOTOR;254505;1;PREVENTIVA;1;20/09/2025;60;16;REVISAR REDUTOR E MOTOR;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995150;NÓRIA ENTRADA CÂMARAS SULMAQ - ÁREA LIMPA - SISTEMA ELÉTRICO;254505;1;PREVENTIVA;1;20/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995153;NÓRIA SAÍDA CÂMARAS SULMAQ;254519;1;PREVENTIVA;1;26/09/2025;60;5311;ESTICADOR PNEUMÁTICO DE NOREA, VERIFICAR INTEGRIDADE, SOLDAS, ATUADORES E ACIONAMENTOS BEM COMO RODA GUIA;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995153;NÓRIA SAÍDA CÂMARAS SULMAQ;254519;1;PREVENTIVA;2;26/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995153;NÓRIA SAÍDA CÂMARAS SULMAQ;254519;1;PREVENTIVA;3;26/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995153;NÓRIA SAÍDA CÂMARAS SULMAQ;254519;1;PREVENTIVA;4;26/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;254443;ANDERSON DOS SANTOS LIMA;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995154;NÓRIA SAÍDA CÂMARAS SULMAQ - REDUTOR;254519;1;PREVENTIVA;1;26/09/2025;60;16;REVISAR REDUTOR E MOTOR;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995155;NÓRIA SAÍDA CÂMARAS SULMAQ - REDUTOR - MOTOR;254519;1;PREVENTIVA;1;26/09/2025;60;16;REVISAR REDUTOR E MOTOR;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995156;NÓRIA SAÍDA CÂMARAS SULMAQ- SISTEMA ELÉTRICO;254519;1;PREVENTIVA;1;26/09/2025;60;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995158;NÓRIA SAÍDA CÂMARAS SULMAQ - DOSADOR DE SAÍDA SEQUESTRO 01 - SISTEMA PNEUMÁTICO;254519;1;PREVENTIVA;1;21/06/2025;60;54084;VERIFICAR VÁLVULAS PNEUMÁTICAS;394088;LUIS GABRIEL CORREIA PIRES;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995171;CÂMARA RESFRIAMENTO 01 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;27/09/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995172;CÂMARA RESFRIAMENTO 01 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;10/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995173;CÂMARA RESFRIAMENTO 01 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;10/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995175;CÂMARA RESFRIAMENTO 02 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;02/10/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995176;CÂMARA RESFRIAMENTO 02 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;10/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995177;CÂMARA RESFRIAMENTO 02 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;10/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995179;CÂMARA RESFRIAMENTO 03 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;02/10/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995180;CÂMARA RESFRIAMENTO 03 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;10/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995182;CÂMARA RESFRIAMENTO 03 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;10/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995185;CÂMARA RESFRIAMENTO 04 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;16/10/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995186;CÂMARA RESFRIAMENTO 04 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;10/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995187;CÂMARA RESFRIAMENTO 04 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;10/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995189;CÂMARA RESFRIAMENTO 05 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;23/10/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995190;CÂMARA RESFRIAMENTO 05 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;10/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995192;CÂMARA RESFRIAMENTO 05 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;10/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995195;CÂMARA RESFRIAMENTO 06 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;30/10/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995197;CÂMARA RESFRIAMENTO 06 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;17/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995199;CÂMARA RESFRIAMENTO 06 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;17/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995203;CÂMARA RESFRIAMENTO 07 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;06/11/2025;30;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995204;CÂMARA RESFRIAMENTO 07 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;17/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995204;CÂMARA RESFRIAMENTO 07 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;2;17/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995205;CÂMARA RESFRIAMENTO 07 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;17/01/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995207;CÂMARA RESFRIAMENTO 08 - SAÍDA - SISTEMA PNEUMÁTICO;0;1;PREVENTIVA;1;13/11/2025;60;5295;VERIFICAÇÃO DO CONJUNTO PNEUMÁTICO;;254056;ROBSON GARCIA RIBEIRO;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995208;CÂMARA RESFRIAMENTO 08 - SAÍDA - SISTEMA ELÉTRICO;0;1;PREVENTIVA;1;17/01/2025;30;53925;VERIFICAR SISTEMA ELÉTRICO EM GERAL;;254443;ANDERSON DOS SANTOS LIMA;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995209;CÂMARA RESFRIAMENTO 08 - SAÍDA - CHAVES;0;1;PREVENTIVA;1;17/10/2025;30;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995222;CÂMARA RESFRIAMENTO 01 - INTERIOR - TRILHO 01;0;1;PREVENTIVA;1;20/09/2025;60;3320;ESTRUTURA E COMPONENTES: REALIZAR INSPEÇÃO VISUAL, ANALISANDO CORROSÃO, COMPONENTES DE FIXAÇÃO, SOLDAS, VIBRAÇÃO, BATENTES, E PLACAS DE SELAGEM;426516;ALTILES PROCOPIO RAMOS;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995228;CÂMARA RESFRIAMENTO 01 - INTERIOR - TRILHO 01 - CHAVES;0;1;PREVENTIVA;1;27/12/2024;60;54109;INSPECIONAR COMPONENTES MECÂNICOS;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995230;CÂMARA RESFRIAMENTO 01 - INTERIOR - TRILHO 01 - REDUTOR;0;1;PREVENTIVA;1;20/09/2025;60;16;REVISAR REDUTOR E MOTOR;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995231;CÂMARA RESFRIAMENTO 01 - INTERIOR - TRILHO 01 - REDUTOR - MOTOR;0;1;PREVENTIVA;1;20/09/2025;60;16;REVISAR REDUTOR E MOTOR;254056;ROBSON GARCIA RIBEIRO;;
92;FRIG. AURORA CASTRO;ABT;SETOR ABATE/RESFRIAMENTO      ;2488;99995233;CÂMARA RESFRIAMENTO 01 - INTERIOR - TRILHO 02;0;1;PREVENTIVA;1;27/09/2025;60;332;INSPEÇÃO EM VÁLVULAS  S-PD T01, S-PD T02 E S-PD T03 (SAIDA DOS  MATURADORES);426516;ALTILES PROCOPIO RAMOS;;
