Emitente;Nome fantasia emitente;Nota;Série;Modelo;Total Nota;uso contabil;Data emissão;Data vencimento;Ctrle;Unidade;Nome unidade;Unidade autorização;Nome unidade autorização;Centro atividade;Nome centro atividade;Situação;Situação;Nome usuário;Data inclusão;Observações;Observações CSC;Data autorização;Observações autorização;Data ult sit fechada;Autorizador;LANCAMENTO TESF0028
08722245/0001-34;EMS EQUIPAMENTOS;1260;S;99;95.185,77;;01/12/2025;15/01/2026;10;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 07:24:00 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;11/12/2025;"CONTRATAÇÃO DE SERVIÇO E MATERIAIS PARA SUBSTITUIR O TRILHO ""T"" DA NORIA DE MONOBLOCOS QUE ESTÁ DANIFICADA. SEERVIÇO A SER REALIZADO DENTRO DA UNIDADE EM FINAL DE SEMANA.";;12/12/2025;;12/12/2025 09:23;CRISTIANO RODEGHIERO MOREIRA;
51057772/0001-09;JL RIBEIRO SOLUCOES LTDA;5;1;57;1.400,00;;10/12/2025;30/12/2025;1;92;FAC;92;FAC;1759;CONTROLE DE QUALIDADE;LANÇADA;Solicitação autorizada por: MARCELO TIRELLI DE SIQUEIRA em: 12/12/2025 09:13:47 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 16/12/2025;GABRIELLE APARECIDA CARVALHO;11/12/2025;FRETE DE ANALISE LABORATORIAL;;12/12/2025;;16/12/2025 16:38;MARCELO TIRELLI DE SIQUEIRA;
03176066/0001-25;BUSCH DO BRASIL LTDA;6765;S;99;3.850,00;242;08/12/2025;22/01/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 07:24:00 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;11/12/2025;SERVIÇO DE CONSERTO EM MOTOBOMBA DE VÁCUO BUSCH WV 0500 C 001 SN C1426000540;;12/12/2025;;12/12/2025 09:14;CRISTIANO RODEGHIERO MOREIRA;
03176066/0001-25;BUSCH DO BRASIL LTDA;6764;S;99;3.850,00;242;08/12/2025;22/01/2026;3;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 07:24:00 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;11/12/2025;SERVIÇO DE CONSERTO EM MOTOBOMBA DE VÁCUO BUSCH WV 1000 C 001 SN C1407000742;;12/12/2025;;12/12/2025 09:11;CRISTIANO RODEGHIERO MOREIRA;
76174911/0001-05;ELETROMOTOR;8384;S;99;3.380,00;242;10/12/2025;;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 07:23:59 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;FELIPE LOPES CANALLI;11/12/2025;MOTOREDUTOR DA FATIADORA MANUAL DE BISTECA OS 95974;;12/12/2025;;12/12/2025 07:57;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3209;S;99;883,5;242;10/12/2025;10/01/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 07:23:59 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;11/12/2025;TORNO - USINAGEM EM SUPORTE DO BRAÇO SERRRA AUTO SPLITTER;;12/12/2025;;12/12/2025 09:42;CRISTIANO RODEGHIERO MOREIRA;
82110818/0002-02;ALFA TRANSPORTES LTDA;8023928;0;57;235,52;242;06/12/2025;27/12/2025;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;REFERENTE ENVIO PARA CONSERTO;;11/12/2025;;11/12/2025 09:34;CRISTIANO RODEGHIERO MOREIRA;
78706751/0014-30;TRANSPEN ENCOMENDAS;166462;1;57;1.553,13;242;03/12/2025;24/12/2025;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;REFERENTE ENVIO PARA CONSERTO;;11/12/2025;;11/12/2025 09:23;CRISTIANO RODEGHIERO MOREIRA;
78706751/0014-30;TRANSPEN ENCOMENDAS;166461;1;57;1.304,56;242;03/12/2025;24/12/2025;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;REFERENTE ENVIO PARA CONSERTO;;11/12/2025;;11/12/2025 09:36;CRISTIANO RODEGHIERO MOREIRA;
78706751/0014-30;TRANSPEN ENCOMENDAS;166459;1;57;305,32;242;03/12/2025;24/12/2025;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;REFERENTE ENVIO PARA CONSERTO;;11/12/2025;;11/12/2025 09:39;CRISTIANO RODEGHIERO MOREIRA;
78706751/0014-30;TRANSPEN ENCOMENDAS;166457;1;57;363,97;242;03/12/2025;24/12/2025;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;REFERENTE ENVIO PARA CONSERTO;;11/12/2025;;11/12/2025 09:37;CRISTIANO RODEGHIERO MOREIRA;
78706751/0014-30;TRANSPEN ENCOMENDAS;166455;1;57;158,27;242;03/12/2025;24/12/2025;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;REFERENTE ENVIO PARA CONSERTO;;11/12/2025;;11/12/2025 09:38;CRISTIANO RODEGHIERO MOREIRA;
03324402/0001-30;E B FERREIRA EIRELI;746;1;55;10.670,00;;09/12/2025;23/01/2026;1;92;FAC;92;FAC;2054;ADMINISTRACAO;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 10/12/2025 17:28:20 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;ADRIANA APARECIDA DOS SANTOS;10/12/2025;NOTA FISCAL REFERENTE AO ALUGUEL E PRESTAÇÃO DE SERVIÇO PARA CONFRATERNIZAÇÃO DE FINAL DE ANO DOS GESTORES;;10/12/2025;;15/12/2025 08:58;VANESSA CORREA DE MORAES MARTINI;
09082080/0001-46;RSL CIENTÍFICA COMÉRCIO DE EQUIPAMENTOS E SERVIÇOS LTDA  ME;9;S;99;3.482,00;242;03/11/2025;18/12/2025;37;92;FAC;92;FAC;3591;LABORATORIO ANALISE DE ALIMENTOS FAC;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 10/12/2025 17:28:11 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;DANIELE APARECIDA GOMES CASTRO;10/12/2025;A NOTA FISCAL FOI EMITIDA DIA 03/11, PORÉM FOI ENVIADA PARA A REQUISITANTE DE SERVIÇO TEM EM VISTA QUE A MESMA SE ENCONTRA EM LICENÇA MATERNIDADE. REALIZANDO OS FECHAMETOS ENOCONTRA,OS UM SERVIÇO PENDENTE, E, CONTATO COM O FORNECEDOR. ELE NOS PASSOU A NF EM ABERTO.;;10/12/2025;;11/12/2025 09:16;VANESSA CORREA DE MORAES MARTINI;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;169466;S;99;64.739,10;;09/12/2025;09/02/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;FRANCILEI SOUZA ALVES;10/12/2025;FATURA REFERENTE A LOCAÇÃO DE EQUIPAMENTOS;;11/12/2025;;12/12/2025 08:17;CRISTIANO RODEGHIERO MOREIRA;
03392348/0001-60;SERVIOESTE SOLUCOES AMBIENTAIS LTDA;267410;S;99;419,5;;09/12/2025;09/01/2026;1;92;FAC;92;FAC;1244;OPERACAO ESTACAO TRATAMENTO AGUA;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 16/12/2025;TIAGO FARIAS DOS SANTOS;10/12/2025;N/F REFERENTE A COLETA E DESTINAÇÃO FINAL DE RESÍDUOS DO LABOLATÓRIO E SAÚDE;;11/12/2025;;16/12/2025 15:05;CRISTIANO RODEGHIERO MOREIRA;
13938390/0005-10;CROWN LIFT TRUCKS DO BRASIL;169467;S;99;90.599,22;;09/12/2025;09/02/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;FRANCILEI SOUZA ALVES;10/12/2025;FATURA REFERENTE A LOCAÇÃO DE EQUIPAMENTOS;;11/12/2025;;12/12/2025 08:12;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3208;S;99;510;242;08/12/2025;01/01/2026;2;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;10/12/2025;TORNO - CONFECÇÃO DE MÓDULO DE CORREIA UTILIZADA NA EXTRATORA DE ESCÁPULA.;;11/12/2025;;11/12/2025 10:09;CRISTIANO RODEGHIERO MOREIRA;
03666421/0001-44;MYCOM CHEMICAL;24758;S;99;27.196,67;242;09/12/2025;22/02/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;MANUTENÇÃO PREVENTIVA NOS COMPRESSORES DE AMÔNIA. PARCELA 08/36;;11/12/2025;;11/12/2025 10:16;CRISTIANO RODEGHIERO MOREIRA;
00428307/0004-30;EXPRESSO SAO MIGUEL S/A;256008;19;57;129;;25/11/2025;15/12/2025;14;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:43 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;09/12/2025;CTE REFERENTE TRANSFERÊNCIA INTERNA;;11/12/2025;;11/12/2025 09:45;CRISTIANO RODEGHIERO MOREIRA;
00428307/0001-98;EXPRESSO SAO MIGUEL S/A;495062;12;57;166;;05/12/2025;26/12/2025;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;ADRIANA APARECIDA DOS SANTOS;09/12/2025;CTE LANÇADO AVULSO POR ORIENTAÇÃO DO CSC;;11/12/2025;;11/12/2025 09:35;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2071;S;99;6.200,00;242;09/12/2025;09/01/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;FRANCILEI SOUZA ALVES;09/12/2025;:SERVIÇOS DE MUNCK PARA MOVIMENTAÇÃO DE CONTAINER, COLOCAÇÃO DE PLATIBANDA, IÇAMENTO VENTILADOR, RETIRADA DE BARCA LAGOA ETE, MOVIMENTAÇÃO DE MAQUINAS E TROCA DE PLATIBANDA - O.S. 706-707-795-797-798-799;;11/12/2025;;11/12/2025 11:24;CRISTIANO RODEGHIERO MOREIRA;
11913842/0001-50;J ORTIZ CONSTRUTORA;2072;S;99;1.260,00;242;09/12/2025;09/01/2026;0;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;FRANCILEI SOUZA ALVES;09/12/2025;SERVIÇOS DE MUNCK COM CADEIRINHA, IÇAMENTO DE VENTILADOR - O.S. 686;;11/12/2025;;11/12/2025 11:12;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;455;S;99;950;242;05/12/2025;01/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;09/12/2025;ABRIR POLIA DO SISTEMA DE TRANSMISSÃO DA NÓRIA DE DERRUBADA DE CARCAÇAS DO MEZANINO.;;11/12/2025;;12/12/2025 11:13;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;453;S;99;830;242;05/12/2025;01/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - REPARO EM CONJUNTO ENGRENAGEM UTILIZADO NA MÁQUINA DE TRIPAS.;;11/12/2025;;11/12/2025 15:45;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;454;S;99;2.820,00;242;05/12/2025;01/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - USINAGEM EM EIXO AGITADOR DE LODO UTILIZADO NO TANQUE DE LODO DA TRIDECANTER E DECANTER.;;11/12/2025;;11/12/2025 15:10;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;452;S;99;3.880,00;242;05/12/2025;01/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - FABRICAÇÃO EM EIXO DA ESTEIRA DE COPA UTILIZADA NO ESPOSTEJAMENTO.;;11/12/2025;;11/12/2025 10:43;CRISTIANO RODEGHIERO MOREIRA;
58146236/0001-10;PHDS COMERCIO DE FERRAGENS LTDA;451;S;99;1.895,00;242;05/12/2025;19/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - FABRICAÇÃO DE EIXO E CHAPAS DO CONJUNTO DE FACA UTILIZADA NA INOX MECCANICA.;;11/12/2025;;11/12/2025 10:35;CRISTIANO RODEGHIERO MOREIRA;
11194919/0001-80;USIMEC BALANCEAMENTO DINÂMICO;2759;S;99;3.800,00;242;04/12/2025;04/01/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;FRANCILEI SOUZA ALVES;09/12/2025; SERVIÇO DE MÃO DE OBRA PARA REVISÃO DO EXAUSTOR DO CHAMUSCADOR;;11/12/2025;;11/12/2025 15:21;CRISTIANO RODEGHIERO MOREIRA;
17669726/0001-14;DINAMICA CHAPECO REFRIGERACAO;3945;1;55;11.200,00;5;01/12/2025;29/12/2025;8;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:43 Nota lançada por BARBARA REGINA LIPPERT em: 12/12/2025;BARBARA REGINA LIPPERT;09/12/2025;SERVICO SERVICO P/AREA DE APOIO;;11/12/2025;;12/12/2025 15:28;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3204;S;99;1.282,50;242;03/12/2025;01/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - USINAGEM EM SUPORTE PNEUMÁTICO EXTRATORA RETO.;;11/12/2025;;11/12/2025 15:13;CRISTIANO RODEGHIERO MOREIRA;
15077251/0001-41;RGM MANUTENCAO DE MAQUINAS LTDA;2473;E1;99;4.322,12;242;08/12/2025;08/01/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:40 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;FRANCILEI SOUZA ALVES;09/12/2025;CONSERTO DE INVERSOR SIEMENS SINAMICS POWER MODULE 230 MOD. 6SL3210-1NE26-0AL0.REPARO/PREVENTIVA: - DESMONTAGEM POR COMPLETO- LIMPEZA DE TODAS AS PARTES E PEÇAS - SECAGEM EM AMBIENTE CONTROLADO - SUBSTITUIÇÃO DOS VENTILADORES- RECUPERAÇÃO DOS BORNES DE SAÍDA - SUBSTITUIÇÃO DO COMPOSTO DE TRANSFERÊNCIA TÉRMICA. - MONTAGEM DE ACORDO COM NORMAS DE CADA FABRICANTE.;;11/12/2025;;11/12/2025 14:50;CRISTIANO RODEGHIERO MOREIRA;
11429623/0001-09;AVF;1799;S;99;5.756,40;242;01/12/2025;01/01/2026;8;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 12/12/2025 07:24:00 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;09/12/2025;TORNO - USINAGEM EM CANTONEIRA DE AÇO INOX PARA FAZER 2 OBLONGOS E NORMALIZAÇÃO DO COMPRIMENTO;;12/12/2025;;12/12/2025 10:52;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3202;S;99;1.558,00;242;02/12/2025;02/01/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:43 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - USINAGEM EM PLACA DE SELAGEM F200 E TEFLONAGEM.;;11/12/2025;;11/12/2025 15:07;CRISTIANO RODEGHIERO MOREIRA;
03203747/0001-35;ODIMAR MALAGUTTI & CIA LTDA;125;S;99;58.757,83;5;03/12/2025;03/01/2026;6;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;09/12/2025;SERVIÇO DE MATERIAL E MÃO DE OBRA PARA REPAROS EM 5000 M² NO TELHADO DO ABATE. SERVIÇO A SER EXECUTADO NA UNIDADE.;;11/12/2025;;12/12/2025 10:08;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3194;S;99;1.653,00;242;01/12/2025;01/01/2026;8;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:43 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;09/12/2025;TORNO - USINAGEM EM CONJUNTO ACIONADOR DA EXTRATORA DE RETO;;11/12/2025;;12/12/2025 11:39;CRISTIANO RODEGHIERO MOREIRA;
15829061/0001-33;HAASEN BRASIL LTDA;215;S;99;11.775,90;242;19/11/2025;10/12/2025;20;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:43 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 12/12/2025;CAMILA RAMOS;09/12/2025;MANUTENÇÃO NO TROCADOR DE CALOR ÁGUA 90°C;;11/12/2025;;12/12/2025 11:59;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3205;S;99;4.674,00;242;04/12/2025;04/01/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;CAMILA RAMOS;09/12/2025;TORNO - USINAGEM EM CASTANHAS DA RODA DEBOFLEX;;11/12/2025;;11/12/2025 14:54;CRISTIANO RODEGHIERO MOREIRA;
15423420/0001-58;VENTARE SISTEMAS DE VENTILACAO;4849;1;55;47.000,00;;08/12/2025;22/01/2026;1;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:39 Nota lançada por BARBARA REGINA LIPPERT em: 17/12/2025;BARBARA REGINA LIPPERT;09/12/2025;OBRAS EM ANDAMENTO;;11/12/2025;;17/12/2025 14:14;CRISTIANO RODEGHIERO MOREIRA;
28566933/0001-60;METALURGICA BARRA DO PIRAI LTDA;203546;1;55;54.494,69;;02/12/2025;01/01/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 16/12/2025;ADRIANA APARECIDA DOS SANTOS;09/12/2025;OBRA - ADEQUAÇÕES INICIAIS FRIGORÍFICO FACAS;;11/12/2025;;16/12/2025 09:08;CRISTIANO RODEGHIERO MOREIRA;
19494778/0001-22;SULMED MEDICINA E SEGURANCA DO TRABALHO;6483;S;99;2.244,00;;03/12/2025;15/12/2025;5;92;FAC;92;FAC;2101;SEGURANCA E SAUDE;LANÇADA;Solicitação autorizada por: VANESSA CORREA DE MORAES MARTINI em: 08/12/2025 21:47:14 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 09/12/2025;MARIANE TAVARES FLORA;08/12/2025;REFERENTE A ATENDIMENTIO EXTERNO, EXAMES AUDIOMETRICOS;;08/12/2025;Autorizado automaticamente através do pedido de compra 4432926 em 04/12/2025.;09/12/2025 09:16;VANESSA CORREA DE MORAES MARTINI;
10714618/0001-77;UTC SERVICOS;35;S;99;17.000,00;;01/12/2025;01/01/2026;7;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:43 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;FRANCILEI SOUZA ALVES;08/12/2025;OBRA - ADEQUAÇÕES INICIAIS FRIGORÍFICO FACAS;;11/12/2025;;11/12/2025 15:58;CRISTIANO RODEGHIERO MOREIRA;
52025018/0001-41;CONSTRUTORA DE PAULA;375;U;99;23.970,00;5;03/12/2025;03/01/2026;5;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:42 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 15/12/2025;FRANCILEI SOUZA ALVES;08/12/2025;PREPARAÇÃO E PINTURA DE SUPERFÍCIE, EM EPÓXI BRANCO (450 M²)PREPARAÇÃO E PINTURA DE RODAPÉS, EM EPÓXI CINZA (100 M²)PINTURA INTERNA E EXTERNA DE PORTAS, NA COR AMARELA (15 UN.)PREPARAÇÃO E PINTURA DE VENTILADORES TIPO AVIÁRIO, NA COR CINZA (20 UN.);;11/12/2025;;15/12/2025 11:36;CRISTIANO RODEGHIERO MOREIRA;
08283039/0001-75;MECANICA INDUSTRIAL VELOTANO;3207;S;99;8.816,00;242;04/12/2025;04/01/2026;4;92;FAC;92;FAC;1155;ENGENHARIA E MANUTENCAO;LANÇADA;Solicitação autorizada por: CRISTIANO RODEGHIERO MOREIRA em: 11/12/2025 08:50:41 Nota lançada por ADRIANA APARECIDA DOS SANTOS em: 11/12/2025;FRANCILEI SOUZA ALVES;08/12/2025;TORNO - SERVIÇO DE MÃO DE OBRA E MATERIAL PARA REALIZAR USINAGEM EM PEÇAS GUIAS DAS NÓREAS DE ENTRADA DAS CÂMARAS DE RESFRIAMENTO DE CARCAÇA.;;11/12/2025;;11/12/2025 14:56;CRISTIANO RODEGHIERO MOREIRA;
